name,distance,mass,radius
Kepler-532 b,1060,7.13 earths,2016
Kepler-580 b,1086,7.13 earths,2016
Kepler-660 b,1840,7.13 earths,2016
Kepler-839 b,2717,7.13 earths,2016
Kepler-879 b,2518,7.13 earths,2016
GJ 3942 b,55,7.14 earths,2017
HD 111232 b,95,7.14 jupiters,2003
K2-195 c,1037,7.16 earths,2018
K2-219 d,1071,7.16 earths,2018
Kepler-1685 b,3845,7.16 earths,2020
Kepler-1018 b,2916,7.18 earths,2016
Kepler-1266 b,2939,7.18 earths,2016
Kepler-1639 b,3810,7.18 earths,2016
Kepler-169 f,1342,7.18 earths,2014
Kepler-182 b,5290,7.18 earths,2014
Kepler-461 b,1527,7.18 earths,2016
Kepler-500 b,2437,7.18 earths,2016
Kepler-572 b,1735,7.18 earths,2016
EPIC 212737443 b,1133,7.2 earths,2019
Kepler-1388 b,1605,7.22 earths,2016
Kepler-194 c,3697,7.22 earths,2014
Kepler-265 e,4333,7.22 earths,2014
Kepler-604 b,3200,7.22 earths,2016
Kepler-843 b,4068,7.22 earths,2016
HAT-P-20 b,228,7.246 jupiters,2010
HD 86226 c,149,7.25 earths,2020
GJ 229 A c,19,7.268 earths,2020
K2-155 c,267,7.27 earths,2018
K2-155 c,267,7.27 earths,2018
K2-174 b,327,7.27 earths,2018
K2-183 b,1082,7.27 earths,2018
K2-53 b,454,7.27 earths,2016
K2-90 b,440,7.27 earths,2016
Kepler-115 c,2071,7.27 earths,2014
Kepler-1233 b,4179,7.27 earths,2016
Kepler-1362 b,2502,7.27 earths,2016
Kepler-505 b,724,7.27 earths,2016
Kepler-618 b,3637,7.27 earths,2016
Kepler-663 b,3360,7.27 earths,2016
Kepler-665 b,2124,7.27 earths,2016
Kepler-84 e,4708,7.27 earths,2014
Kepler-911 b,1850,7.27 earths,2016
Kepler-990 b,3043,7.27 earths,2016
HD 81040 b,112,7.27 jupiters,2005
HD 125612 d,188,7.28 jupiters,2009
XO-3 b,699,7.29 jupiters,2007
HD 219134 f,21,7.3 earths,2015
K2-207 b,1197,7.3 earths,2018
Kepler-109 b,1570,7.3 earths,2014
Kepler-11 d,2148,7.3 earths,2010
Kepler-289 b,2283,7.3 earths,2014
Kepler-339 c,2047,7.3 earths,2014
Kepler-419 c,3397,7.3 jupiters,2014
Kepler-1147 b,4815,7.32 earths,2016
Kepler-1187 b,3357,7.32 earths,2016
Kepler-214 b,4084,7.32 earths,2014
Kepler-242 b,1992,7.32 earths,2014
Kepler-257 b,2602,7.32 earths,2014
Kepler-284 c,3467,7.32 earths,2014
Kepler-344 b,3367,7.32 earths,2014
Kepler-704 b,3438,7.32 earths,2016
HD 47536 b,401,7.32 jupiters,2002
NN Serpentis c,1631,7.33 jupiters,2010
Kepler-100 b,1003,7.34 earths,2014
Kepler-385 d,4873,7.36 earths,2020
K2-320 b,356,7.37 earths,2020
Kepler-10 c,608,7.37 earths,2011
Kepler-450 c,1507,7.37 earths,2015
Kepler-977 b,2166,7.37 earths,2016
GJ 1265 b,33,7.4 earths,2018
K2-141 c,202,7.4 earths,2018
Kepler-223 b,6395,7.4 earths,2014
K2-256 b,1894,7.41 earths,2018
Kepler-1023 b,2238,7.41 earths,2016
Kepler-1054 b,3425,7.41 earths,2016
Kepler-1241 b,3053,7.41 earths,2016
Kepler-221 e,1271,7.41 earths,2014
Kepler-265 c,4333,7.41 earths,2014
Kepler-319 c,1666,7.41 earths,2014
Kepler-525 b,1846,7.41 earths,2016
Kepler-581 b,2717,7.41 earths,2016
Kepler-588 b,3171,7.41 earths,2016
Kepler-722 b,4485,7.41 earths,2016
Kepler-944 b,3376,7.41 earths,2016
Kepler-945 b,5033,7.41 earths,2016
Kepler-307 b,1909,7.44 earths,2013
K2-158 b,647,7.46 earths,2018
K2-158 b,647,7.46 earths,2018
Kepler-1134 b,3252,7.46 earths,2016
Kepler-127 d,1163,7.46 earths,2014
Kepler-1548 b,3751,7.46 earths,2016
Kepler-571 b,2466,7.46 earths,2016
Kepler-635 b,2694,7.46 earths,2016
Kepler-721 b,2766,7.46 earths,2016
K2-146 c,259,7.49 earths,2019
70 Virginis b,58,7.49 jupiters,1996
2MASS J04414489+2301513 b,457,7.5 jupiters,2010
WD 0806-661 b,63,7.5 jupiters,2011
HD 15337 b,146,7.51 earths,2019
K2-18 c,124,7.51 earths,2017
Kepler-253 c,2802,7.51 earths,2014
Kepler-299 c,3539,7.51 earths,2014
Kepler-375 c,4188,7.51 earths,2014
Kepler-603 b,3154,7.51 earths,2016
TOI-700 c,101,7.51 earths,2020
GJ 180 d,39,7.56 earths,2020
K2-138 d,597,7.56 earths,2017
Kepler-1102 b,3216,7.56 earths,2016
Kepler-1110 b,2368,7.56 earths,2016
Kepler-127 c,1163,7.56 earths,2014
Kepler-1551 b,5089,7.56 earths,2016
Kepler-1642 c,1458,7.56 earths,2016
Kepler-218 d,2182,7.56 earths,2016
Kepler-346 b,3303,7.56 earths,2014
Kepler-664 b,4521,7.56 earths,2016
Kepler-880 b,2195,7.56 earths,2016
Kepler-90e,2544,7.56 earths,2013
Kepler-963 b,2564,7.56 earths,2016
KMT-2018-BLG-0029L b,11026,7.59 earths,2020
GJ 3293 d,66,7.6 earths,2017
GJ 887 c,11,7.6 earths,2020
K2-264 c,610,7.6 earths,2018
Kepler-51 d,2615,7.6 earths,2014
CoRoT-14 b,4371,7.6 jupiters,2010
Epsilon Tauri b,161,7.6 jupiters,2006
HD 30177 c,182,7.6 jupiters,2016
HD 63433 c,73,7.61 earths,2020
K2-26 b,324,7.61 earths,2016
K2-75 b,1862,7.61 earths,2016
K2-7 b,2462,7.61 earths,2015
Kepler-1044 b,4916,7.61 earths,2016
Kepler-1453 b,4188,7.61 earths,2016
Kepler-187 c,3852,7.61 earths,2014
Kepler-263 b,2515,7.61 earths,2014
Kepler-288 d,4033,7.61 earths,2014
Kepler-292 e,3547,7.61 earths,2014
Kepler-357 c,2291,7.61 earths,2014
Kepler-517 b,926,7.61 earths,2016
Kepler-557 b,3673,7.61 earths,2016
Kepler-937 c,4834,7.61 earths,2016
Kepler-980 b,2623,7.61 earths,2016
HD 5891 b,932,7.63 jupiters,2011
K2-58 b,596,7.65 earths,2016
Kepler-1184 b,3892,7.65 earths,2016
Kepler-487 c,2724,7.65 earths,2016
Kepler-561 c,2176,7.65 earths,2016
Kepler-68 b,472,7.65 earths,2013
Kepler-899 b,3386,7.65 earths,2016
HD 168443 b,129,7.659 jupiters,1998
K2-171 b,2011,7.69 earths,2018
KIC 5095269 b,4014,7.693 jupiters,2017
EPIC 212737443 c,1133,7.7 earths,2019
K2-268 c,1081,7.7 earths,2018
Kepler-1045 b,3167,7.7 earths,2016
Kepler-1369 b,4032,7.7 earths,2016
Kepler-168 c,4554,7.7 earths,2014
Kepler-417 c,3260,7.7 earths,2014
Kepler-512 b,1732,7.7 earths,2016
Kepler-545 b,2711,7.7 earths,2016
Kepler-671 b,3715,7.7 earths,2016
Wolf 1061 d,14,7.7 earths,2015
UZ Fornacis c,782,7.7 jupiters,2011
EPIC 220674823 b,803,7.72 earths,2016
Kepler-1452 b,3177,7.75 earths,2016
Kepler-1539 b,2570,7.75 earths,2016
Kepler-1545 b,2244,7.75 earths,2016
Kepler-228 c,5626,7.75 earths,2014
Kepler-259 c,3365,7.75 earths,2014
Kepler-290 c,2311,7.75 earths,2014
Kepler-32 d,1066,7.75 earths,2012
Kepler-668 b,2861,7.75 earths,2016
Kepler-811 b,2763,7.75 earths,2016
Kepler-995 b,2150,7.75 earths,2016
Kepler-1677 b,2451,7.76 earths,2020
Pr0211 c,599,7.79 jupiters,2016
K2-36 c,359,7.8 earths,2016
Kepler-1230 b,4674,7.8 earths,2016
Kepler-1543 b,3634,7.8 earths,2016
Kepler-233 c,2863,7.8 earths,2014
Kepler-294 c,4605,7.8 earths,2014
Kepler-355 c,4872,7.8 earths,2014
Kepler-478 b,1370,7.8 earths,2016
Kepler-540 b,1142,7.8 earths,2016
Kepler-655 b,2554,7.8 earths,2016
Beta Cancri b,295,7.8 jupiters,2014
HD 14067 b,465,7.8 jupiters,2014
HD 203473 b,237,7.8 jupiters,2018
K2-44 b,1576,7.85 earths,2016
Kepler-1058 b,1713,7.85 earths,2016
Kepler-351 d,3646,7.85 earths,2016
Kepler-358 b,3706,7.85 earths,2014
Kepler-979 b,1977,7.85 earths,2016
HD 7924 c,55,7.86 earths,2015
K2-37 d,590,7.9 earths,2016
Kepler-1129 c,4104,7.9 earths,2016
Kepler-1567 b,3999,7.9 earths,2016
Kepler-164 c,2982,7.9 earths,2014
Kepler-221 d,1271,7.9 earths,2014
Kepler-436 b,2016,7.9 earths,2015
Kepler-506 b,754,7.9 earths,2016
Kepler-551 b,1018,7.9 earths,2016
Kepler-836 b,3272,7.9 earths,2016
Kepler-838 b,3947,7.9 earths,2016
Kepler-48 d,1009,7.93 earths,2014
Kepler-1118 b,2668,7.95 earths,2016
Kepler-192 b,2166,7.95 earths,2014
Kepler-212 c,2287,7.95 earths,2014
HD 100546 b,359,752 jupiters,2014
GJ 3779 b,45,8 earths,2018
K2-216 b,378,8 earths,2018
K2-37 c,590,8 earths,2016
Kepler-11 e,2148,8 earths,2010
Kepler-193 c,3389,8 earths,2014
Kepler-223 d,6395,8 earths,2014
Kepler-304 d,1436,8 earths,2014
1RXS J160929.1-210524 b,473,8 jupiters,2008
WASP-167 b,1243,8 jupiters,2017
HD 178911 B b,134,8.03 jupiters,2001
K2-123 b,530,8.05 earths,2017
K2-182 b,509,8.05 earths,2018
Kepler-1458 b,2094,8.05 earths,2016
Kepler-172 e,2768,8.05 earths,2014
Kepler-244 b,3483,8.05 earths,2014
Kepler-819 b,2355,8.05 earths,2016
HD 74156 c,211,8.06 jupiters,2003
Kepler-449 c,910,8.07 earths,2015
55 Cancri e,41,8.08 earths,2004
GJ 676 A e,52,8.1 earths,2012
HIP 38594 b,58,8.1 earths,2020
K2-75 c,1862,8.1 earths,2016
Kepler-106 d,1468,8.1 earths,2014
Kepler-1077 b,3582,8.1 earths,2016
Kepler-1140 b,2143,8.1 earths,2016
Kepler-251 c,3096,8.1 earths,2014
Kepler-251 d,3096,8.1 earths,2014
Kepler-251 e,3096,8.1 earths,2014
Kepler-970 b,1142,8.1 earths,2016
HD 15337 c,146,8.11 earths,2019
K2-199 c,352,8.15 earths,2018
K2-284 b,351,8.15 earths,2018
Kepler-1669 b,1800,8.15 earths,2020
Kepler-24 e,3901,8.15 earths,2014
Kepler-480 b,2629,8.15 earths,2016
Kepler-531 b,829,8.15 earths,2016
Kepler-870 b,4016,8.15 earths,2016
Kepler-894 b,3556,8.15 earths,2016
HD 102329 b,712,8.16 jupiters,2011
GJ 3082 b,54,8.2 earths,2020
K2-249 b,1723,8.2 earths,2018
K2-319 b,687,8.2 earths,2020
Kepler-150 d,2983,8.2 earths,2014
Kepler-152 b,1457,8.2 earths,2014
Kepler-192 c,2166,8.2 earths,2014
Kepler-325 d,2750,8.2 earths,2014
Kepler-573 b,2473,8.2 earths,2016
Kepler-586 b,2306,8.2 earths,2016
Kepler-835 b,6560,8.2 earths,2016
HIP 105854 b,257,8.2 jupiters,2014
K2-206 b,803,8.22 earths,2018
HD 21693 b,106,8.23 earths,2019
Kepler-131 c,751,8.25 earths,2014
Kepler-1469 b,4094,8.25 earths,2016
Kepler-259 b,3365,8.25 earths,2014
Kepler-66 b,3611,8.25 earths,2013
Kepler-694 b,3337,8.25 earths,2016
Kepler-912 b,4126,8.25 earths,2016
Kepler-1696 b,5126,8.29 earths,2020
K2-138 f,597,8.3 earths,2017
Kepler-1113 b,3676,8.3 earths,2016
Kepler-1234 b,2825,8.3 earths,2016
Kepler-1333 b,3125,8.3 earths,2016
Kepler-1690 b,2343,8.3 earths,2020
Kepler-752 b,3507,8.3 earths,2016
Kepler-892 b,2088,8.3 earths,2016
HD 104985 b,329,8.3 jupiters,2003
K2-282 b,1638,8.35 earths,2018
Kepler-1183 b,4495,8.35 earths,2016
Kepler-1411 b,4668,8.35 earths,2016
Kepler-1538 b,4211,8.35 earths,2016
Kepler-198 b,1639,8.35 earths,2014
Kepler-281 b,5986,8.35 earths,2014
Kepler-722 c,4485,8.35 earths,2016
Kepler-733 b,3197,8.35 earths,2016
HD 89744 b,126,8.35 jupiters,1999
HD 181234 b,156,8.37 jupiters,2019
HD 222582 b,138,8.37 jupiters,1999
CoRoT-7 c,524,8.4 earths,2009
GJ 3634 b,65,8.4 earths,2010
HD 285968 b,31,8.4 earths,2008
K2-188 c,1477,8.4 earths,2018
Kepler-1099 b,3944,8.4 earths,2016
Kepler-1359 b,2182,8.4 earths,2016
Kepler-19 b,717,8.4 earths,2011
Kepler-264 c,3158,8.4 earths,2014
Kepler-555 b,2518,8.4 earths,2016
Kepler-585 b,1970,8.4 earths,2016
Kepler-14 b,3197,8.4 jupiters,2011
MOA-2012-BLG-006L b,17289,8.4 jupiters,2017
Kepler-1665 b,1105,8.44 earths,2020
Kepler-410 A b,431,8.44 earths,2013
K2-181 b,1190,8.45 earths,2018
Kepler-133 c,2170,8.45 earths,2014
Kepler-527 b,2939,8.45 earths,2016
Kepler-599 b,2045,8.45 earths,2016
Kepler-612 b,3040,8.45 earths,2016
Kepler-701 b,2463,8.45 earths,2016
Kepler-96 b,402,8.46 earths,2014
WASP-150 b,1749,8.46 jupiters,2020
HD 26965 b,16,8.47 earths,2018
GJ 229 b,19,8.478 earths,2014
BD-06 1339 b,66,8.5 earths,2013
HD 39855 b,76,8.5 earths,2019
Kepler-120 b,1282,8.5 earths,2014
Kepler-201 c,2114,8.5 earths,2014
Kepler-288 c,4033,8.5 earths,2014
Kepler-338 e,1832,8.5 earths,2014
Kepler-358 c,3706,8.5 earths,2014
Kepler-466 b,1422,8.5 earths,2016
Kepler-800 b,3422,8.5 earths,2016
HD 191806 b,215,8.52 jupiters,2016
K2-183 d,1082,8.55 earths,2018
Kepler-1237 b,3657,8.55 earths,2016
Kepler-1325 b,3115,8.55 earths,2016
Kepler-1388 d,1605,8.55 earths,2016
Kepler-1419 b,4710,8.55 earths,2016
Kepler-142 c,1819,8.55 earths,2014
Kepler-170 c,2462,8.55 earths,2014
Kepler-172 c,2768,8.55 earths,2014
Kepler-304 b,1436,8.55 earths,2014
HD 136352 d,48,8.58 earths,2019
K2-111 b,657,8.6 earths,2017
K2-183 c,1082,8.6 earths,2018
Kepler-1011 b,2805,8.6 earths,2016
Kepler-107 e,1714,8.6 earths,2014
Kepler-1684 b,2065,8.6 earths,2020
Kepler-276 b,3855,8.6 earths,2014
Kepler-593 b,3314,8.6 earths,2016
Kepler-90d,2544,8.6 earths,2013
Kepler-921 b,2763,8.6 earths,2016
LTT 3780 c,72,8.6 earths,2020
HD 156279 c,118,8.6 jupiters,2018
HIP 54373 b,61,8.62 earths,2019
HD 30177 b,182,8.622 jupiters,2002
Kepler-178 c,2385,8.65 earths,2014
Kepler-90f,2544,8.65 earths,2013
Kepler-1666 b,4679,8.66 earths,2020
GJ 682 c,16,8.7 earths,2014
K2-70 b,765,8.7 earths,2016
Kepler-113 c,862,8.7 earths,2014
Kepler-1682 b,3907,8.7 earths,2020
Kepler-25 b,799,8.7 earths,2011
Kepler-689 b,3406,8.7 earths,2016
Kepler-781 b,3379,8.7 earths,2016
Kepler-805 b,2143,8.7 earths,2016
LHS 1815 b,97,8.7 earths,2020
HAT-P-2 b,418,8.7 jupiters,2007
Kepler-52 b,1059,8.7 jupiters,2012
EPIC 249893012 b,1058,8.75 earths,2020
HIP 41378 b,348,8.75 earths,2016
K2-124 b,458,8.75 earths,2017
K2-255 b,628,8.75 earths,2018
Kepler-1239 b,8191,8.75 earths,2016
Kepler-130 c,1042,8.75 earths,2014
Kepler-1447 b,2841,8.75 earths,2016
Kepler-1554 b,3203,8.75 earths,2016
Kepler-178 b,2385,8.75 earths,2014
Kepler-314 c,884,8.75 earths,2014
Kepler-600 b,2035,8.75 earths,2016
Kepler-631 b,2750,8.75 earths,2016
Kepler-642 b,3334,8.75 earths,2016
Kepler-716 b,2202,8.75 earths,2016
Kepler-863 b,3735,8.75 earths,2016
Kepler-875 b,4058,8.75 earths,2016
Kepler-1700 b,2390,8.76 earths,2020
Gamma 1 Leonis b,126,8.78 jupiters,2009
HD 1690 b,2510,8.79 jupiters,2010
K2-136 c,194,8.8 earths,2017
K2-272 b,1391,8.8 earths,2018
Kepler-184 c,2026,8.8 earths,2014
Kepler-325 b,2750,8.8 earths,2014
Kepler-949 b,1866,8.8 earths,2016
HD 45184 c,71,8.81 earths,2019
Iota Draconis b,103,8.82 jupiters,2002
HD 213885 b,156,8.83 earths,2019
WASP-14 b,531,8.84 jupiters,2008
Kepler-1475 b,5591,8.85 earths,2016
Kepler-153 b,1519,8.85 earths,2014
Kepler-709 b,2179,8.85 earths,2016
Kepler-769 b,4443,8.85 earths,2016
K2-266 d,252,8.9 earths,2018
K2-317 b,578,8.91 earths,2020
Kepler-1052 b,3428,8.91 earths,2016
Kepler-549 c,2114,8.91 earths,2016
Kepler-708 b,4048,8.91 earths,2016
Kepler-736 b,3285,8.91 earths,2016
K2-18 b,124,8.92 earths,2015
Kepler-102 e,353,8.93 earths,2013
Kepler-1673 b,2423,8.93 earths,2020
Kepler-1041 b,3193,8.96 earths,2016
Kepler-1086 c,1514,8.96 earths,2016
Kepler-1202 b,4544,8.96 earths,2016
Kepler-139 b,1290,8.96 earths,2014
Kepler-1495 b,4263,8.96 earths,2016
Kepler-210 b,764,8.96 earths,2014
Kepler-58 d,3250,8.96 earths,2014
Kepler-67 b,3611,8.96 earths,2013
HD 175167 b,232,8.97 jupiters,2009
HD 175607 b,132,8.98 earths,2015
PH2 b,1133,80 jupiters,2013
GJ 685 b,47,9 earths,2019
Kepler-62 b,1200,9 earths,2013
KOI-1599.02,3813,9 earths,2019
OGLE-2017-BLG-0482L b,18920,9 earths,2018
Beta Pictoris c,64,9 jupiters,2019
HIP 65426 b,363,9 jupiters,2017
HIP 70849 b,79,9 jupiters,2009
ROXs 42 B b,440,9 jupiters,2013
K2-270 c,925,9.01 earths,2018
Kepler-154 c,3066,9.01 earths,2014
Kepler-1641 c,3135,9.01 earths,2016
Kepler-219 b,2627,9.01 earths,2014
Kepler-344 c,3367,9.01 earths,2014
Kepler-465 b,1915,9.01 earths,2016
Kepler-735 b,2577,9.01 earths,2016
HD 23596 b,170,9.03 jupiters,2003
Kepler-1129 b,4104,9.06 earths,2016
Kepler-650 b,2626,9.06 earths,2016
Kepler-305 d,2902,9.1 earths,2014
HD 33564 b,68,9.1 jupiters,2005
Kepler-1354 b,3448,9.11 earths,2016
Kepler-1672 b,1290,9.11 earths,2020
Kepler-741 b,4991,9.11 earths,2016
Kepler-993 b,972,9.11 earths,2016
Kepler-27 b,3507,9.11 jupiters,2011
K2-278 b,2623,9.17 earths,2018
Kepler-1299 b,4410,9.17 earths,2016
Kepler-985 b,2417,9.17 earths,2016
HD 176986 c,91,9.18 earths,2017
HIP 63242 b,513,9.18 jupiters,2013
Kepler-1667 b,2082,9.19 earths,2020
MOA-2010-BLG-328L b,2642,9.2 earths,2013
TCP J05074264+2447555 b,1240,9.2 earths,2018
Kepler-1175 b,4058,9.22 earths,2016
Kepler-1341 b,1520,9.22 earths,2016
Kepler-255 c,3538,9.22 earths,2014
Kepler-978 b,2035,9.22 earths,2016
K2-258 b,2203,9.27 earths,2018
Kepler-338 d,1832,9.27 earths,2014
Kepler-956 b,2058,9.27 earths,2016
KOI-13 b,1354,9.28 jupiters,2011
Kepler-1036 b,1654,9.32 earths,2016
Kepler-1056 b,3167,9.32 earths,2016
Kepler-1267 b,5311,9.32 earths,2016
Kepler-180 c,2315,9.32 earths,2014
Kepler-530 b,1514,9.32 earths,2016
Kepler-623 b,2645,9.32 earths,2016
Kepler-679 b,3158,9.32 earths,2016
Kepler-809 b,3043,9.32 earths,2016
TOI-763 c,311,9.32 earths,2020
Kepler-1112 b,5656,9.38 earths,2016
Kepler-1550 b,3921,9.38 earths,2016
Kepler-248 b,2462,9.38 earths,2014
Kepler-107 c,1714,9.39 earths,2014
Kepler-598 c,2238,9.4 earths,2020
Kepler-162 c,2861,9.43 earths,2014
Kepler-498 b,2433,9.43 earths,2016
Kepler-893 b,3967,9.43 earths,2016
Kepler-1664 b,,9.45 earths,2020
WASP-8 c,294,9.45 jupiters,2013
Kepler-1490 b,3158,9.48 earths,2016
Kepler-216 c,4010,9.48 earths,2014
Kepler-227 c,3645,9.48 earths,2014
Kepler-676 b,793,9.48 earths,2016
HD 40307 d,42,9.5 earths,2009
KOI-142 b,1106,9.5 earths,2013
TOI-125 b,363,9.5 earths,2019
K2-204 b,1914,9.51 earths,2018
OGLE-2013-BLG-0911L b,10504,9.51 jupiters,2019
Kepler-1204 b,4182,9.53 earths,2016
Kepler-1518 b,3719,9.53 earths,2016
Kepler-463 b,1096,9.53 earths,2016
Kepler-791 b,4720,9.53 earths,2016
HD 97658 b,70,9.5349 earths,2010
Kepler-151 b,2160,9.59 earths,2014
Kepler-474 b,1853,9.59 earths,2016
Kepler-760 b,2551,9.59 earths,2016
DMPP-1 c,202,9.6 earths,2019
Kepler-33 f,4087,9.6 earths,2011
HD 106515 A b,111,9.61 jupiters,2012
Kepler-1494 b,3454,9.64 earths,2016
Kepler-238 d,6190,9.64 earths,2014
Kepler-293 b,3270,9.64 earths,2014
Kepler-335 c,4330,9.64 earths,2014
Kepler-346 c,3303,9.64 earths,2014
Kepler-661 b,1820,9.64 earths,2016
Kepler-750 b,3852,9.64 earths,2016
Kepler-924 b,3246,9.64 earths,2016
K2-285 b,508,9.68 earths,2018
Kepler-232 b,4576,9.69 earths,2014
Kepler-476 b,2241,9.69 earths,2016
Kepler-681 b,2172,9.69 earths,2016
Kepler-941 b,3605,9.69 earths,2016
HD 141937 b,109,9.69 jupiters,2002
HD 38801 b,299,9.698 jupiters,2009
Kepler-103 b,1637,9.7 earths,2014
Kepler-20 b,929,9.7 earths,2011
HATS-41 b,2610,9.7 jupiters,2018
HD 221420 b,102,9.7 jupiters,2019
SWEEPS-11 b,27727,9.7 jupiters,2006
Kepler-563 b,1817,9.75 earths,2016
Kepler-859 b,2985,9.75 earths,2016
HD 139357 b,367,9.76 jupiters,2008
BD-13 2130 b,3095,9.78 jupiters,2007
TOI-763 b,311,9.79 earths,2020
HD 3167 c,154,9.8 earths,2016
Kepler-175 c,4447,9.8 earths,2014
Kepler-209 c,1914,9.8 earths,2014
Kepler-536 b,1455,9.8 earths,2016
Kepler-749 b,2456,9.8 earths,2016
Kepler-94 c,629,9.836 jupiters,2014
HD 162020 b,101,9.84 jupiters,2002
Kepler-1318 b,1549,9.85 earths,2016
Kepler-1641 b,3135,9.85 earths,2016
Kepler-199 b,1726,9.85 earths,2014
Kepler-227 b,3645,9.85 earths,2014
Kepler-692 b,3262,9.85 earths,2016
HD 156279 b,118,9.88 jupiters,2011
K2-38 c,632,9.9 earths,2016
HD 208527 b,1026,9.9 jupiters,2012
Kepler-150 e,2983,9.91 earths,2014
Kepler-224 c,2609,9.91 earths,2014
Kepler-656 b,2828,9.91 earths,2016
Kepler-1675 b,2165,9.93 earths,2020
K2-195 b,1037,9.96 earths,2018
Kepler-104 c,1322,9.96 earths,2014
Kepler-146 c,2387,9.96 earths,2014
Kepler-1546 b,3242,9.96 earths,2016
Kepler-1600 b,3236,9.96 earths,2016
Kepler-955 b,2078,9.96 earths,2016
K2-253 b,2942,unknown,2018
Kepler-1514 b,1236,unknown,2016
Kepler-302 c,4761,unknown,2014
Kepler-37 e,209,unknown,2014
Kepler-468 b,1546,unknown,2016
Kepler-487 b,2724,unknown,2016
Kepler-490 b,4074,unknown,2016
Kepler-548 b,2531,unknown,2016
Kepler-553 c,2365,unknown,2016
Kepler-670 b,3197,unknown,2016
Kepler-686 b,3924,unknown,2016
Kepler-699 b,2897,unknown,2016
Kepler-706 b,2642,unknown,2016
Kepler-723 b,3148,unknown,2016
Kepler-730 b,6590,unknown,2016
Kepler-731 b,4276,unknown,2016
Kepler-762 b,4779,unknown,2016
Kepler-785 b,2172,unknown,2016
KIC 10001893 b,5736,unknown,2014
KIC 10001893 c,5736,unknown,2014
KIC 10001893 d,5736,unknown,2014
KOI-217 b,2610,unknown,2010
LkCa 15 b,518,unknown,2015
LkCa 15 c,518,unknown,2015
